benchmark,architecture,memory_mb,timeout_sec,concurrency,invocations,failed_invocations,success_rate,rounds,cold_rate,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,profile_source,warm_only_successful_invocations,warm_only_mean_client_latency_ms,warm_only_p50_latency_ms,warm_only_p95_latency_ms,warm_only_p99_latency_ms,warm_mean_client_latency_ms,warm_p50_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,latency_slowdown_mean,latency_slowdown_p50,latency_slowdown_p95,latency_slowdown_p99
110.dynamic-html,arm64,1024,300,2,10,0,1.0,5,0.1,10,81.01790000000001,30.8185,312.77799999999945,495.7156000000001,measured,9,29.858777777777775,30.563,32.94,33.22,34.156666666666666,34.239,34.708800000000004,34.75056,0.8741713021697407,0.8926370513157511,0.9490388604619,0.9559558176904199
110.dynamic-html,arm64,1024,300,4,20,0,1.0,5,0.0,20,31.135199999999998,29.9545,44.81935,45.675869999999996,measured,20,31.135199999999998,29.9545,44.81935,45.675869999999996,34.156666666666666,34.239,34.708800000000004,34.75056,0.9115409388113593,0.8748649201203307,1.2912964435532197,1.314392343605398
110.dynamic-html,arm64,1024,900,1,5,0,1.0,5,0.0,5,32.1428,31.456,34.4866,34.80212,measured,5,32.1428,31.456,34.4866,34.80212,28.58933333333333,28.277,29.2175,29.3011,1.1242934427758606,1.1124235244191392,1.1803405493283137,1.1877410745671664
110.dynamic-html,arm64,1024,900,2,10,0,1.0,5,0.0,10,26.4544,25.5305,33.928549999999994,36.58571,measured,10,26.4544,25.5305,33.928549999999994,36.58571,28.58933333333333,28.277,29.2175,29.3011,0.9253241302117341,0.9028715917530148,1.1612406947890817,1.248612168143858
110.dynamic-html,arm64,1024,900,4,20,0,1.0,5,0.05,20,63.701049999999995,40.8335,80.81470000000033,431.68693999999937,measured,19,39.716631578947364,40.622,56.7509,57.534980000000004,28.58933333333333,28.277,29.2175,29.3011,1.3892115327026644,1.4365738939774375,1.9423598870539915,1.9635774766135061
110.dynamic-html,arm64,2048,60,1,5,0,1.0,5,0.0,5,28.547199999999997,28.314,29.482,29.5932,measured,5,28.547199999999997,28.314,29.482,29.5932,28.838666666666665,28.208,30.08,30.2464,0.9898931989458597,1.003757799205899,0.9801196808510638,0.9784040414727041
110.dynamic-html,arm64,2048,60,2,10,0,1.0,5,0.0,10,28.321199999999997,29.9095,32.38035,32.58807,measured,10,28.321199999999997,29.9095,32.38035,32.58807,28.838666666666665,28.208,30.08,30.2464,0.9820564982199824,1.0603197674418605,1.0764744015957448,1.0774197921074904
110.dynamic-html,arm64,2048,60,4,20,0,1.0,5,0.05,20,68.93415,29.2255,84.23425000000054,672.508449999999,measured,19,29.42663157894737,28.921,36.23589999999998,43.67278,28.838666666666665,28.208,30.08,30.2464,1.020388075463985,1.0252765173000569,1.2046509308510631,1.4439001005078291
110.dynamic-html,arm64,2048,120,1,5,0,1.0,5,0.0,5,28.4678,28.284,29.2554,29.328680000000002,measured,5,28.4678,28.284,29.2554,29.328680000000002,34.173,34.431,34.4409,34.44178,0.8330494835103737,0.8214690250065348,0.8494377324634375,0.8515436774754382
110.dynamic-html,arm64,2048,120,2,10,0,1.0,5,0.0,10,25.9749,25.012999999999998,33.19884999999999,34.11577,measured,10,25.9749,25.012999999999998,33.19884999999999,34.11577,34.173,34.431,34.4409,34.44178,0.7601000790097445,0.7264674276088409,0.9639367728485607,0.9905344613431709
110.dynamic-html,arm64,2048,120,4,20,0,1.0,5,0.05,20,75.953,30.1905,106.09560000000059,748.304719999999,measured,19,32.115947368421054,30.101,40.740199999999945,59.22404000000001,34.173,34.431,34.4409,34.44178,0.9398047396605815,0.8742412360953792,1.1829017244032516,1.7195406276911358
110.dynamic-html,arm64,2048,300,1,5,0,1.0,5,0.0,5,29.0584,28.714,30.3446,30.65292,measured,5,29.0584,28.714,30.3446,30.65292,34.36066666666667,34.343,34.8191,34.86142,0.8456878989542306,0.8360946917858078,0.8714929449641146,0.879279157303403
110.dynamic-html,arm64,2048,300,2,10,0,1.0,5,0.0,10,29.1056,29.604999999999997,32.4363,32.77686,measured,10,29.1056,29.604999999999997,32.4363,32.77686,34.36066666666667,34.343,34.8191,34.86142,0.8470615626394521,0.8620388434324314,0.931566295510223,0.9402043863961937
